accident_year,speed_limit,road_surface_conditions,weather_conditions,urban_or_rural_area,accident_severity,accident_count
2021,30,Dry,Fine without high winds,Rural,Slight,5263
2021,30,Dry,Fine without high winds,Urban,Slight,6122
2022,30,Dry,Fine without high winds,Rural,Slight,4953
2022,30,Dry,Fine without high winds,Urban,Slight,5810
2023,30,Dry,Fine without high winds,Rural,Slight,4040
2023,30,Dry,Fine without high winds,Urban,Slight,4631
2014,40,Dry,Fine without high winds,Rural,Slight,468
2014,40,Dry,Fine without high winds,Urban,Slight,559
2015,40,Dry,Fine without high winds,Rural,Slight,471
2015,40,Dry,Fine without high winds,Urban,Slight,586
2016,40,Dry,Fine without high winds,Rural,Slight,600
2016,40,Dry,Fine without high winds,Urban,Slight,709
2017,40,Dry,Fine without high winds,Rural,Slight,879
2017,40,Dry,Fine without high winds,Urban,Slight,1021
2018,40,Dry,Fine without high winds,Rural,Slight,808
2018,40,Dry,Fine without high winds,Urban,Slight,945
2019,40,Dry,Fine without high winds,Rural,Slight,677
2019,40,Dry,Fine without high winds,Urban,Slight,818
2020,40,Dry,Fine without high winds,Rural,Slight,502
2020,40,Dry,Fine without high winds,Urban,Slight,597
2021,40,Dry,Fine without high winds,Rural,Slight,586
2021,40,Dry,Fine without high winds,Urban,Slight,696
2022,40,Dry,Fine without high winds,Rural,Slight,651
2022,40,Dry,Fine without high winds,Urban,Slight,746
2023,40,Dry,Fine without high winds,Rural,Slight,491
2023,40,Dry,Fine without high winds,Urban,Slight,561
2014,50,Dry,Fine without high winds,Rural,Slight,317
2014,50,Dry,Fine without high winds,Urban,Slight,344
2015,50,Dry,Fine without high winds,Rural,Slight,355
2015,50,Dry,Fine without high winds,Urban,Slight,372
2016,50,Dry,Fine without high winds,Rural,Slight,368
2016,50,Dry,Fine without high winds,Urban,Slight,392
2017,50,Dry,Fine without high winds,Rural,Slight,524
2017,50,Dry,Fine without high winds,Urban,Slight,568
2018,50,Dry,Fine without high winds,Rural,Slight,491
2018,50,Dry,Fine without high winds,Urban,Slight,526
2019,50,Dry,Fine without high winds,Rural,Slight,446
2019,50,Dry,Fine without high winds,Urban,Slight,465
2020,50,Dry,Fine without high winds,Rural,Slight,298
2020,50,Dry,Fine without high winds,Urban,Slight,311
2021,50,Dry,Fine without high winds,Rural,Slight,363
2021,50,Dry,Fine without high winds,Urban,Slight,378
2022,50,Dry,Fine without high winds,Rural,Slight,369
2022,50,Dry,Fine without high winds,Urban,Slight,381
2023,50,Dry,Fine without high winds,Rural,Slight,356
2023,50,Dry,Fine without high winds,Urban,Slight,367
2014,60,Dry,Fine without high winds,Rural,Slight,8
2014,60,Dry,Fine without high winds,Urban,Slight,8
2015,60,Dry,Fine without high winds,Rural,Slight,13
2015,60,Dry,Fine without high winds,Urban,Slight,13
2016,60,Dry,Fine without high winds,Rural,Slight,12
2016,60,Dry,Fine without high winds,Urban,Slight,12
2017,60,Dry,Fine without high winds,Rural,Slight,45
2017,60,Dry,Fine without high winds,Urban,Slight,48
2018,60,Dry,Fine without high winds,Rural,Slight,39
2018,60,Dry,Fine without high winds,Urban,Slight,41
2019,60,Dry,Fine without high winds,Rural,Slight,20
2019,60,Dry,Fine without high winds,Urban,Slight,21
2020,60,Dry,Fine without high winds,Rural,Slight,17
2020,60,Dry,Fine without high winds,Urban,Slight,18
2021,60,Dry,Fine without high winds,Rural,Slight,25
2021,60,Dry,Fine without high winds,Urban,Slight,28
2022,60,Dry,Fine without high winds,Rural,Slight,16
2022,60,Dry,Fine without high winds,Urban,Slight,16
2023,60,Dry,Fine without high winds,Rural,Slight,24
2023,60,Dry,Fine without high winds,Urban,Slight,25
2014,70,Dry,Fine without high winds,Rural,Slight,106
2014,70,Dry,Fine without high winds,Urban,Slight,107
2015,70,Dry,Fine without high winds,Rural,Slight,115
2015,70,Dry,Fine without high winds,Urban,Slight,115
2016,70,Dry,Fine without high winds,Rural,Slight,100
2016,70,Dry,Fine without high winds,Urban,Slight,100
2017,70,Dry,Fine without high winds,Rural,Slight,168
2017,70,Dry,Fine without high winds,Urban,Slight,170
2018,70,Dry,Fine without high winds,Rural,Slight,172
2018,70,Dry,Fine without high winds,Urban,Slight,172
2019,70,Dry,Fine without high winds,Rural,Slight,129
2019,70,Dry,Fine without high winds,Urban,Slight,129
2020,70,Dry,Fine without high winds,Rural,Slight,86
2020,70,Dry,Fine without high winds,Urban,Slight,88
2021,70,Dry,Fine without high winds,Rural,Slight,115
2021,70,Dry,Fine without high winds,Urban,Slight,116
2022,70,Dry,Fine without high winds,Rural,Slight,112
2022,70,Dry,Fine without high winds,Urban,Slight,112
2023,70,Dry,Fine without high winds,Rural,Slight,93
2023,70,Dry,Fine without high winds,Urban,Slight,93
2020,-1,Dry,Fog or mist - if hazard,Rural,Slight,1
2020,-1,Dry,Fog or mist - if hazard,Urban,Slight,1
2016,20,Dry,Fog or mist - if hazard,Rural,Slight,7
2016,20,Dry,Fog or mist - if hazard,Urban,Slight,9
2018,20,Dry,Fog or mist - if hazard,Rural,Slight,1
2018,20,Dry,Fog or mist - if hazard,Urban,Slight,2
2019,20,Dry,Fog or mist - if hazard,Rural,Slight,1
2019,20,Dry,Fog or mist - if hazard,Urban,Slight,2
2020,20,Dry,Fog or mist - if hazard,Rural,Slight,1
2020,20,Dry,Fog or mist - if hazard,Urban,Slight,3
2021,20,Dry,Fog or mist - if hazard,Rural,Slight,3
2021,20,Dry,Fog or mist - if hazard,Urban,Slight,4
2022,20,Dry,Fog or mist - if hazard,Rural,Slight,2
2022,20,Dry,Fog or mist - if hazard,Urban,Slight,4
2023,20,Dry,Fog or mist - if hazard,Rural,Slight,5
2023,20,Dry,Fog or mist - if hazard,Urban,Slight,6
2014,30,Dry,Fog or mist - if hazard,Rural,Slight,2
2014,30,Dry,Fog or mist - if hazard,Urban,Slight,2
2015,30,Dry,Fog or mist - if hazard,Rural,Slight,2
2015,30,Dry,Fog or mist - if hazard,Urban,Slight,3
2016,30,Dry,Fog or mist - if hazard,Rural,Slight,9
2016,30,Dry,Fog or mist - if hazard,Urban,Slight,11
2017,30,Dry,Fog or mist - if hazard,Rural,Slight,4
2017,30,Dry,Fog or mist - if hazard,Urban,Slight,5
2018,30,Dry,Fog or mist - if hazard,Rural,Slight,3
2018,30,Dry,Fog or mist - if hazard,Urban,Slight,4
2019,30,Dry,Fog or mist - if hazard,Rural,Slight,3
2019,30,Dry,Fog or mist - if hazard,Urban,Slight,3
2020,30,Dry,Fog or mist - if hazard,Rural,Slight,13
2020,30,Dry,Fog or mist - if hazard,Urban,Slight,15
2021,30,Dry,Fog or mist - if hazard,Rural,Slight,9
2021,30,Dry,Fog or mist - if hazard,Urban,Slight,9
2022,30,Dry,Fog or mist - if hazard,Rural,Slight,6
2022,30,Dry,Fog or mist - if hazard,Urban,Slight,8
2016,40,Dry,Fog or mist - if hazard,Urban,Slight,2
2018,40,Dry,Fog or mist - if hazard,Rural,Slight,2
2018,40,Dry,Fog or mist - if hazard,Urban,Slight,2
2019,40,Dry,Fog or mist - if hazard,Rural,Slight,1
2019,40,Dry,Fog or mist - if hazard,Urban,Slight,1
2020,40,Dry,Fog or mist - if hazard,Rural,Slight,1
2020,40,Dry,Fog or mist - if hazard,Urban,Slight,1
2022,40,Dry,Fog or mist - if hazard,Rural,Slight,1
2022,40,Dry,Fog or mist - if hazard,Urban,Slight,1
2019,50,Dry,Fog or mist - if hazard,Rural,Slight,1
2019,50,Dry,Fog or mist - if hazard,Urban,Slight,1
2020,50,Dry,Fog or mist - if hazard,Rural,Slight,1
2020,50,Dry,Fog or mist - if hazard,Urban,Slight,1
2015,70,Dry,Fog or mist - if hazard,Rural,Slight,2
2015,70,Dry,Fog or mist - if hazard,Urban,Slight,2
2019,-1,Dry,Other,Rural,Slight,2
2019,-1,Dry,Other,Urban,Slight,2
2015,20,Dry,Other,Rural,Slight,1
2015,20,Dry,Other,Urban,Slight,2
2016,20,Dry,Other,Rural,Slight,13
2016,20,Dry,Other,Urban,Slight,19
2017,20,Dry,Other,Rural,Slight,44
2017,20,Dry,Other,Urban,Slight,56
2018,20,Dry,Other,Rural,Slight,144
2018,20,Dry,Other,Urban,Slight,179
2019,20,Dry,Other,Rural,Slight,158
2019,20,Dry,Other,Urban,Slight,217
2020,20,Dry,Other,Rural,Slight,166
2020,20,Dry,Other,Urban,Slight,237
2021,20,Dry,Other,Rural,Slight,233
2021,20,Dry,Other,Urban,Slight,291
2022,20,Dry,Other,Rural,Slight,273
2022,20,Dry,Other,Urban,Slight,358
2023,20,Dry,Other,Rural,Slight,269
2023,20,Dry,Other,Urban,Slight,333
2014,30,Dry,Other,Rural,Slight,49
2014,30,Dry,Other,Urban,Slight,63
2015,30,Dry,Other,Rural,Slight,34
2015,30,Dry,Other,Urban,Slight,47
2016,30,Dry,Other,Rural,Slight,45
2016,30,Dry,Other,Urban,Slight,60
2017,30,Dry,Other,Rural,Slight,172
2017,30,Dry,Other,Urban,Slight,204
2018,30,Dry,Other,Rural,Slight,298
2018,30,Dry,Other,Urban,Slight,377
2019,30,Dry,Other,Rural,Slight,270
2019,30,Dry,Other,Urban,Slight,325
2020,30,Dry,Other,Rural,Slight,248
2020,30,Dry,Other,Urban,Slight,296
2021,30,Dry,Other,Rural,Slight,267
2021,30,Dry,Other,Urban,Slight,300
2022,30,Dry,Other,Rural,Slight,302
2022,30,Dry,Other,Urban,Slight,341
2023,30,Dry,Other,Rural,Slight,232
2023,30,Dry,Other,Urban,Slight,263
2014,40,Dry,Other,Rural,Slight,1
2014,40,Dry,Other,Urban,Slight,1
2016,40,Dry,Other,Rural,Slight,7
2016,40,Dry,Other,Urban,Slight,8
2017,40,Dry,Other,Rural,Slight,14
2017,40,Dry,Other,Urban,Slight,14
2018,40,Dry,Other,Rural,Slight,25
2018,40,Dry,Other,Urban,Slight,31
2019,40,Dry,Other,Rural,Slight,27
2019,40,Dry,Other,Urban,Slight,31
2020,40,Dry,Other,Rural,Slight,28
2020,40,Dry,Other,Urban,Slight,32
2021,40,Dry,Other,Rural,Slight,27
2021,40,Dry,Other,Urban,Slight,30
2022,40,Dry,Other,Rural,Slight,15
2022,40,Dry,Other,Urban,Slight,19
2023,40,Dry,Other,Rural,Slight,27
2023,40,Dry,Other,Urban,Slight,36
2016,50,Dry,Other,Rural,Slight,2
2016,50,Dry,Other,Urban,Slight,2
2017,50,Dry,Other,Rural,Slight,5
2017,50,Dry,Other,Urban,Slight,5
2018,50,Dry,Other,Rural,Slight,5
2018,50,Dry,Other,Urban,Slight,7
2019,50,Dry,Other,Rural,Slight,5
2019,50,Dry,Other,Urban,Slight,6
2020,50,Dry,Other,Rural,Slight,10
2020,50,Dry,Other,Urban,Slight,10
2021,50,Dry,Other,Rural,Slight,13
2021,50,Dry,Other,Urban,Slight,13
2022,50,Dry,Other,Rural,Slight,18
2022,50,Dry,Other,Urban,Slight,19
2023,50,Dry,Other,Rural,Slight,6
2023,50,Dry,Other,Urban,Slight,7
2018,60,Dry,Other,Rural,Slight,2
2018,60,Dry,Other,Urban,Slight,2
2019,60,Dry,Other,Rural,Slight,1
2019,60,Dry,Other,Urban,Slight,1
2022,60,Dry,Other,Rural,Slight,1
2022,60,Dry,Other,Urban,Slight,1
2018,70,Dry,Other,Rural,Slight,2
2018,70,Dry,Other,Urban,Slight,2
2019,70,Dry,Other,Rural,Slight,2
2019,70,Dry,Other,Urban,Slight,2
2021,70,Dry,Other,Rural,Slight,2
2021,70,Dry,Other,Urban,Slight,2
2023,70,Dry,Other,Rural,Slight,3
2023,70,Dry,Other,Urban,Slight,3
2019,20,Dry,Raining with high winds,Urban,Slight,2
2021,20,Dry,Raining with high winds,Rural,Slight,3
2021,20,Dry,Raining with high winds,Urban,Slight,3
2022,20,Dry,Raining with high winds,Rural,Slight,1
2022,20,Dry,Raining with high winds,Urban,Slight,1
2023,20,Dry,Raining with high winds,Rural,Slight,3
2023,20,Dry,Raining with high winds,Urban,Slight,3
2017,30,Dry,Raining with high winds,Urban,Slight,7
2019,30,Dry,Raining with high winds,Rural,Slight,2
2019,30,Dry,Raining with high winds,Urban,Slight,2
2020,30,Dry,Raining with high winds,Rural,Slight,1
2020,30,Dry,Raining with high winds,Urban,Slight,1
2022,30,Dry,Raining with high winds,Rural,Slight,2
2022,30,Dry,Raining with high winds,Urban,Slight,2
2023,30,Dry,Raining with high winds,Urban,Slight,1
2019,40,Dry,Raining with high winds,Rural,Slight,1
2019,40,Dry,Raining with high winds,Urban,Slight,1
2020,40,Dry,Raining with high winds,Rural,Slight,1
2020,40,Dry,Raining with high winds,Urban,Slight,1
2017,50,Dry,Raining with high winds,Rural,Slight,4
2017,50,Dry,Raining with high winds,Urban,Slight,4
2016,20,Dry,Raining without high winds,Rural,Slight,4
2016,20,Dry,Raining without high winds,Urban,Slight,4
2017,20,Dry,Raining without high winds,Rural,Slight,11
2017,20,Dry,Raining without high winds,Urban,Slight,23
2018,20,Dry,Raining without high winds,Rural,Slight,13
2018,20,Dry,Raining without high winds,Urban,Slight,17
2019,20,Dry,Raining without high winds,Rural,Slight,21
2019,20,Dry,Raining without high winds,Urban,Slight,25
2020,20,Dry,Raining without high winds,Rural,Slight,18
2020,20,Dry,Raining without high winds,Urban,Slight,27
2021,20,Dry,Raining without high winds,Rural,Slight,17
2021,20,Dry,Raining without high winds,Urban,Slight,29
2022,20,Dry,Raining without high winds,Rural,Slight,27
2022,20,Dry,Raining without high winds,Urban,Slight,33
2023,20,Dry,Raining without high winds,Rural,Slight,25
2023,20,Dry,Raining without high winds,Urban,Slight,38
2016,30,Dry,Raining without high winds,Rural,Slight,16
2016,30,Dry,Raining without high winds,Urban,Slight,22
2017,30,Dry,Raining without high winds,Rural,Slight,75
2017,30,Dry,Raining without high winds,Urban,Slight,92
2018,30,Dry,Raining without high winds,Rural,Slight,53
2018,30,Dry,Raining without high winds,Urban,Slight,74
2019,30,Dry,Raining without high winds,Rural,Slight,52
2019,30,Dry,Raining without high winds,Urban,Slight,58
2020,30,Dry,Raining without high winds,Rural,Slight,40
2020,30,Dry,Raining without high winds,Urban,Slight,48
2021,30,Dry,Raining without high winds,Rural,Slight,38
2021,30,Dry,Raining without high winds,Urban,Slight,45
2022,30,Dry,Raining without high winds,Rural,Slight,29
2022,30,Dry,Raining without high winds,Urban,Slight,37
2023,30,Dry,Raining without high winds,Rural,Slight,35
2023,30,Dry,Raining without high winds,Urban,Slight,45
2017,40,Dry,Raining without high winds,Urban,Slight,2
2018,40,Dry,Raining without high winds,Rural,Slight,4
2018,40,Dry,Raining without high winds,Urban,Slight,4
2019,40,Dry,Raining without high winds,Rural,Slight,3
2019,40,Dry,Raining without high winds,Urban,Slight,3
2020,40,Dry,Raining without high winds,Rural,Slight,6
2020,40,Dry,Raining without high winds,Urban,Slight,6
2021,40,Dry,Raining without high winds,Rural,Slight,1
2021,40,Dry,Raining without high winds,Urban,Slight,1
2022,40,Dry,Raining without high winds,Rural,Slight,5
2022,40,Dry,Raining without high winds,Urban,Slight,7
2023,40,Dry,Raining without high winds,Rural,Slight,1
2023,40,Dry,Raining without high winds,Urban,Slight,3
2019,50,Dry,Raining without high winds,Rural,Slight,2
2019,50,Dry,Raining without high winds,Urban,Slight,2
2020,50,Dry,Raining without high winds,Rural,Slight,3
2020,50,Dry,Raining without high winds,Urban,Slight,3
2021,50,Dry,Raining without high winds,Rural,Slight,1
2021,50,Dry,Raining without high winds,Urban,Slight,1
2023,50,Dry,Raining without high winds,Rural,Slight,3
2023,50,Dry,Raining without high winds,Urban,Slight,3
2018,70,Dry,Raining without high winds,Rural,Slight,1
2018,70,Dry,Raining without high winds,Urban,Slight,1
2019,70,Dry,Raining without high winds,Rural,Slight,1
2019,70,Dry,Raining without high winds,Urban,Slight,1
2020,70,Dry,Raining without high winds,Rural,Slight,3
2020,70,Dry,Raining without high winds,Urban,Slight,3
2021,70,Dry,Raining without high winds,Rural,Slight,2
2021,70,Dry,Raining without high winds,Urban,Slight,2
2019,-1,Dry,Snowing with high winds,Rural,Slight,1
2019,-1,Dry,Snowing with high winds,Urban,Slight,1
2022,30,Dry,Snowing with high winds,Rural,Slight,1
2022,30,Dry,Snowing with high winds,Urban,Slight,1
2017,20,Dry,Snowing without high winds,Rural,Slight,4
2017,20,Dry,Snowing without high winds,Urban,Slight,5
2018,20,Dry,Snowing without high winds,Rural,Slight,1
2018,20,Dry,Snowing without high winds,Urban,Slight,1
2020,20,Dry,Snowing without high winds,Rural,Slight,1
2020,20,Dry,Snowing without high winds,Urban,Slight,3
2021,20,Dry,Snowing without high winds,Rural,Slight,2
2021,20,Dry,Snowing without high winds,Urban,Slight,3
2022,20,Dry,Snowing without high winds,Rural,Slight,1
2022,20,Dry,Snowing without high winds,Urban,Slight,2
2016,30,Dry,Snowing without high winds,Rural,Slight,2
2016,30,Dry,Snowing without high winds,Urban,Slight,2
2017,30,Dry,Snowing without high winds,Rural,Slight,2
2017,30,Dry,Snowing without high winds,Urban,Slight,2
2018,30,Dry,Snowing without high winds,Rural,Slight,1
2018,30,Dry,Snowing without high winds,Urban,Slight,4
2019,30,Dry,Snowing without high winds,Rural,Slight,1
2019,30,Dry,Snowing without high winds,Urban,Slight,1
2020,30,Dry,Snowing without high winds,Rural,Slight,2
2020,30,Dry,Snowing without high winds,Urban,Slight,2
2021,30,Dry,Snowing without high winds,Rural,Slight,5
2021,30,Dry,Snowing without high winds,Urban,Slight,5
2022,30,Dry,Snowing without high winds,Urban,Slight,1
2023,30,Dry,Snowing without high winds,Rural,Slight,3
2023,30,Dry,Snowing without high winds,Urban,Slight,3
2017,40,Dry,Snowing without high winds,Rural,Slight,1
2017,40,Dry,Snowing without high winds,Urban,Slight,1
2019,40,Dry,Snowing without high winds,Rural,Slight,1
2019,40,Dry,Snowing without high winds,Urban,Slight,1
2019,50,Dry,Snowing without high winds,Rural,Slight,3
2019,50,Dry,Snowing without high winds,Urban,Slight,3
2019,-1,Dry,Unknown,Rural,Slight,1
2019,-1,Dry,Unknown,Urban,Slight,2
2016,20,Dry,Unknown,Rural,Slight,15
2016,20,Dry,Unknown,Urban,Slight,16
2017,20,Dry,Unknown,Rural,Slight,36
2017,20,Dry,Unknown,Urban,Slight,48
2018,20,Dry,Unknown,Rural,Slight,40
2018,20,Dry,Unknown,Urban,Slight,47
2019,20,Dry,Unknown,Rural,Slight,26
2019,20,Dry,Unknown,Urban,Slight,43
2020,20,Dry,Unknown,Rural,Slight,57
2020,20,Dry,Unknown,Urban,Slight,73
2021,20,Dry,Unknown,Rural,Slight,67
2021,20,Dry,Unknown,Urban,Slight,75
2022,20,Dry,Unknown,Rural,Slight,88
2022,20,Dry,Unknown,Urban,Slight,119
2023,20,Dry,Unknown,Rural,Slight,94
2023,20,Dry,Unknown,Urban,Slight,125
2014,30,Dry,Unknown,Rural,Slight,235
2014,30,Dry,Unknown,Urban,Slight,354
2015,30,Dry,Unknown,Rural,Slight,197
2015,30,Dry,Unknown,Urban,Slight,266
2016,30,Dry,Unknown,Rural,Slight,358
2016,30,Dry,Unknown,Urban,Slight,524
2017,30,Dry,Unknown,Rural,Slight,133
2017,30,Dry,Unknown,Urban,Slight,170
2018,30,Dry,Unknown,Rural,Slight,76
2018,30,Dry,Unknown,Urban,Slight,94
2019,30,Dry,Unknown,Rural,Slight,103
2019,30,Dry,Unknown,Urban,Slight,120
2020,30,Dry,Unknown,Rural,Slight,79
2020,30,Dry,Unknown,Urban,Slight,101
2021,30,Dry,Unknown,Rural,Slight,107
2021,30,Dry,Unknown,Urban,Slight,128
2022,30,Dry,Unknown,Rural,Slight,130
2022,30,Dry,Unknown,Urban,Slight,148
2023,30,Dry,Unknown,Rural,Slight,130
2023,30,Dry,Unknown,Urban,Slight,152
2014,40,Dry,Unknown,Rural,Slight,10
2014,40,Dry,Unknown,Urban,Slight,14
2015,40,Dry,Unknown,Rural,Slight,6
2015,40,Dry,Unknown,Urban,Slight,9
2016,40,Dry,Unknown,Rural,Slight,21
2016,40,Dry,Unknown,Urban,Slight,28
2017,40,Dry,Unknown,Rural,Slight,4
2017,40,Dry,Unknown,Urban,Slight,4
2018,40,Dry,Unknown,Rural,Slight,8
2018,40,Dry,Unknown,Urban,Slight,9
2019,40,Dry,Unknown,Rural,Slight,4
2019,40,Dry,Unknown,Urban,Slight,5
2020,40,Dry,Unknown,Rural,Slight,7
2020,40,Dry,Unknown,Urban,Slight,7
2021,40,Dry,Unknown,Rural,Slight,2
2021,40,Dry,Unknown,Urban,Slight,2
2022,40,Dry,Unknown,Rural,Slight,9
2022,40,Dry,Unknown,Urban,Slight,11
2023,40,Dry,Unknown,Rural,Slight,5
2023,40,Dry,Unknown,Urban,Slight,5
2014,50,Dry,Unknown,Rural,Slight,2
2014,50,Dry,Unknown,Urban,Slight,2
2015,50,Dry,Unknown,Rural,Slight,5
2015,50,Dry,Unknown,Urban,Slight,5
2016,50,Dry,Unknown,Rural,Slight,11
2016,50,Dry,Unknown,Urban,Slight,14
2017,50,Dry,Unknown,Rural,Slight,4
2017,50,Dry,Unknown,Urban,Slight,4
2019,50,Dry,Unknown,Rural,Slight,5
2019,50,Dry,Unknown,Urban,Slight,5
2020,50,Dry,Unknown,Rural,Slight,2
2020,50,Dry,Unknown,Urban,Slight,4
2021,50,Dry,Unknown,Urban,Slight,1
2022,50,Dry,Unknown,Rural,Slight,5
2022,50,Dry,Unknown,Urban,Slight,5
2023,50,Dry,Unknown,Rural,Slight,3
2023,50,Dry,Unknown,Urban,Slight,5
2014,60,Dry,Unknown,Rural,Slight,2
2014,60,Dry,Unknown,Urban,Slight,2
2018,60,Dry,Unknown,Rural,Slight,1
2018,60,Dry,Unknown,Urban,Slight,1
2022,60,Dry,Unknown,Rural,Slight,1
2022,60,Dry,Unknown,Urban,Slight,1
2015,70,Dry,Unknown,Rural,Slight,2
2015,70,Dry,Unknown,Urban,Slight,2
2016,70,Dry,Unknown,Rural,Slight,7
2016,70,Dry,Unknown,Urban,Slight,7
2018,70,Dry,Unknown,Rural,Slight,2
2018,70,Dry,Unknown,Urban,Slight,2
2019,70,Dry,Unknown,Rural,Slight,1
2019,70,Dry,Unknown,Urban,Slight,1
2021,70,Dry,Unknown,Rural,Slight,1
2021,70,Dry,Unknown,Urban,Slight,1
2023,70,Dry,Unknown,Rural,Slight,1
2023,70,Dry,Unknown,Urban,Slight,1
2022,20,Flood,Fine with high winds,Urban,Slight,1
2019,20,Flood,Fine without high winds,Rural,Slight,1
2019,20,Flood,Fine without high winds,Urban,Slight,1
2022,20,Flood,Fine without high winds,Rural,Slight,2
2022,20,Flood,Fine without high winds,Urban,Slight,2
2017,30,Flood,Fine without high winds,Rural,Slight,4
2017,30,Flood,Fine without high winds,Urban,Slight,4
2018,30,Flood,Fine without high winds,Rural,Slight,2
2018,30,Flood,Fine without high winds,Urban,Slight,2
2022,30,Flood,Fine without high winds,Rural,Slight,3
2022,30,Flood,Fine without high winds,Urban,Slight,3
2023,30,Flood,Fine without high winds,Rural,Slight,1
2023,30,Flood,Fine without high winds,Urban,Slight,1
2018,40,Flood,Fine without high winds,Rural,Slight,1
2018,40,Flood,Fine without high winds,Urban,Slight,1
2020,20,Flood,Fog or mist - if hazard,Rural,Slight,2
2020,20,Flood,Fog or mist - if hazard,Urban,Slight,2
2018,30,Flood,Other,Rural,Slight,1
2018,30,Flood,Other,Urban,Slight,2
2023,30,Flood,Other,Rural,Slight,2
2023,30,Flood,Other,Urban,Slight,2
2020,20,Flood,Raining with high winds,Rural,Slight,1
2020,20,Flood,Raining with high winds,Urban,Slight,1
2014,30,Flood,Raining with high winds,Rural,Slight,7
2014,30,Flood,Raining with high winds,Urban,Slight,9
2015,30,Flood,Raining with high winds,Rural,Slight,9
2015,30,Flood,Raining with high winds,Urban,Slight,9
2016,30,Flood,Raining with high winds,Rural,Slight,2
2016,30,Flood,Raining with high winds,Urban,Slight,2
2018,30,Flood,Raining with high winds,Rural,Slight,1
2018,30,Flood,Raining with high winds,Urban,Slight,1
2020,40,Flood,Raining with high winds,Rural,Slight,1
2020,40,Flood,Raining with high winds,Urban,Slight,1
2021,50,Flood,Raining with high winds,Rural,Slight,2
2021,50,Flood,Raining with high winds,Urban,Slight,2
2021,20,Flood,Raining without high winds,Rural,Slight,3
2021,20,Flood,Raining without high winds,Urban,Slight,3
2023,20,Flood,Raining without high winds,Urban,Slight,1
2014,30,Flood,Raining without high winds,Rural,Slight,2
2014,30,Flood,Raining without high winds,Urban,Slight,2
2015,30,Flood,Raining without high winds,Rural,Slight,1
2015,30,Flood,Raining without high winds,Urban,Slight,1
2016,30,Flood,Raining without high winds,Rural,Slight,2
2016,30,Flood,Raining without high winds,Urban,Slight,2
2017,30,Flood,Raining without high winds,Urban,Slight,1
2018,30,Flood,Raining without high winds,Rural,Slight,2
2018,30,Flood,Raining without high winds,Urban,Slight,2
2020,30,Flood,Raining without high winds,Rural,Slight,1
2020,30,Flood,Raining without high winds,Urban,Slight,1
2014,40,Flood,Raining without high winds,Rural,Slight,2
2014,40,Flood,Raining without high winds,Urban,Slight,2
2018,40,Flood,Raining without high winds,Rural,Slight,1
2018,40,Flood,Raining without high winds,Urban,Slight,1
2017,50,Flood,Raining without high winds,Rural,Slight,6
2017,50,Flood,Raining without high winds,Urban,Slight,6
2018,50,Flood,Raining without high winds,Rural,Slight,3
2018,50,Flood,Raining without high winds,Urban,Slight,3
2021,50,Flood,Raining without high winds,Rural,Slight,2
2021,50,Flood,Raining without high winds,Urban,Slight,2
2023,50,Flood,Raining without high winds,Rural,Slight,1
2023,50,Flood,Raining without high winds,Urban,Slight,1
2019,70,Flood,Raining without high winds,Rural,Slight,3
2019,70,Flood,Raining without high winds,Urban,Slight,3
2020,70,Flood,Raining without high winds,Rural,Slight,1
2020,70,Flood,Raining without high winds,Urban,Slight,1
2022,70,Flood,Raining without high winds,Rural,Slight,2
2022,70,Flood,Raining without high winds,Urban,Slight,2
2023,20,Flood,Unknown,Rural,Slight,1
2023,20,Flood,Unknown,Urban,Slight,1
2019,30,Flood,Unknown,Urban,Slight,1
2021,30,Flood,Unknown,Urban,Slight,1
2022,20,Frost/Ice,Fine with high winds,Rural,Slight,2
2022,20,Frost/Ice,Fine with high winds,Urban,Slight,2
2018,30,Frost/Ice,Fine with high winds,Rural,Slight,1
2018,30,Frost/Ice,Fine with high winds,Urban,Slight,1
2019,30,Frost/Ice,Fine with high winds,Rural,Slight,1
2019,30,Frost/Ice,Fine with high winds,Urban,Slight,1
2023,30,Frost/Ice,Fine with high winds,Rural,Slight,1
2023,30,Frost/Ice,Fine with high winds,Urban,Slight,1
2014,20,Frost/Ice,Fine without high winds,Rural,Slight,1
2014,20,Frost/Ice,Fine without high winds,Urban,Slight,1
2015,20,Frost/Ice,Fine without high winds,Urban,Slight,1
2016,20,Frost/Ice,Fine without high winds,Urban,Slight,1
2017,20,Frost/Ice,Fine without high winds,Rural,Slight,10
2017,20,Frost/Ice,Fine without high winds,Urban,Slight,15
2018,20,Frost/Ice,Fine without high winds,Rural,Slight,7
2018,20,Frost/Ice,Fine without high winds,Urban,Slight,10
2019,20,Frost/Ice,Fine without high winds,Rural,Slight,8
2019,20,Frost/Ice,Fine without high winds,Urban,Slight,11
2020,20,Frost/Ice,Fine without high winds,Rural,Slight,5
2020,20,Frost/Ice,Fine without high winds,Urban,Slight,7
2021,20,Frost/Ice,Fine without high winds,Rural,Slight,2
2021,20,Frost/Ice,Fine without high winds,Urban,Slight,4
2022,20,Frost/Ice,Fine without high winds,Rural,Slight,21
2022,20,Frost/Ice,Fine without high winds,Urban,Slight,36
2023,20,Frost/Ice,Fine without high winds,Rural,Slight,17
2023,20,Frost/Ice,Fine without high winds,Urban,Slight,23
2014,30,Frost/Ice,Fine without high winds,Rural,Slight,29
